ID,Name,Description,Contributor,Citation,Examples_Count
langsci81,The future of dialects: Selected papers from Methods in  Dialectology XV,,"Côté, Marie-Hélène & Knooihuizen, Remco & Nerbonne, John ","Côté, Marie-Hélène and Knooihuizen, Remco and Nerbonne, John (eds.) 2016. The future of dialects: Selected papers from Methods in  Dialectology XV. (Language Variation, 1.) Berlin: Language Science Press.",10
langsci82,A grammar of Palula,,"Liljegren, Henrik","Liljegren, Henrik (ed.) 2016. A grammar of Palula. (Studies in Diversity Linguistics, 8.) Berlin: Language Science Press.",854
langsci83,A grammar of Yauyos Quechua,,"Shimelman, Aviva","Shimelman, Aviva (ed.) 2017. A grammar of Yauyos Quechua. (Studies in Diversity Linguistics, 9.) Berlin: Language Science Press.",0
langsci85,A grammar of Pichi,,"Yakpo, Kofi","Yakpo, Kofi (ed.) 2019. A grammar of Pichi. (Studies in Diversity Linguistics, 23.) Berlin: Language Science Press.",1498
langsci88,Thoughts on grammaticalization,,"Lehmann, Christian","Lehmann, Christian (ed.) 2015. Thoughts on grammaticalization. (Classics in Linguistics, 1.) Berlin: Language Science Press.",105
langsci89,The empirical base of linguistics: Grammaticality judgments and linguistic methodology,,"Schütze, Carson T.","Schütze, Carson T. (ed.) 2016. The empirical base of linguistics: Grammaticality judgments and linguistic methodology. (Classics in Linguistics, 2.) Berlin: Language Science Press.",0
langsci91,Roots of language,,"Bickerton, Derek","Bickerton, Derek (ed.) 2016. Roots of language. (Classics in Linguistics, 3.) Berlin: Language Science Press.",50
langsci94,Advances in the study of Siouan languages and linguistics,,"Rudin, Catherine & Gordon, Bryan James ","Rudin, Catherine and Gordon, Bryan James (eds.) 2016. Advances in the study of Siouan languages and linguistics. (Studies in Diversity Linguistics, 10.) Berlin: Language Science Press.",340
langsci96,Dependencies in language: On the causal ontology of linguistic systems,,"Enfield, N. J.","Enfield, N. J. (ed.) 2017. Dependencies in language: On the causal ontology of linguistic systems. (Studies in Diversity Linguistics, 14.) Berlin: Language Science Press.",57
langsci97,"Die Sprachwissenschaft: Ihre Aufgaben, Methoden und bisherigen Ergebnisse",,"von der Gabelentz, Georg & McElvenny, James & Ringmacher, Manfred","von der Gabelentz, Georg and McElvenny, James and Ringmacher, Manfred (eds.) 2016. Die Sprachwissenschaft: Ihre Aufgaben, Methoden und bisherigen Ergebnisse. (Classics in Linguistics, 4.) Berlin: Language Science Press.",0
langsci98,The Ik language: Dictionary and grammar sketch,,"Schrock, Terrill","Schrock, Terrill (ed.) 2017. The Ik language: Dictionary and grammar sketch. (African Language Grammars and Dictionaries, 1.) Berlin: Language Science Press.",196
langsci101,"Einführung in die grammatische Beschreibung des Deutschen: Zweite, überarbeitete Auflage",,"Schäfer, Roland","Schäfer, Roland (ed.) 2016. Einführung in die grammatische Beschreibung des Deutschen: Zweite, überarbeitete Auflage. (Textbooks in Language Sciences, 2.) Berlin: Language Science Press.",7
langsci102,"Crossroads between contrastive linguistics, translation studies and machine translation: TC3-II",,"Czulo, Oliver & Hansen-Schirra, Silvia ","Czulo, Oliver and Hansen-Schirra, Silvia (eds.) 2017. Crossroads between contrastive linguistics, translation studies and machine translation: TC3-II. (Translation and Multilingual Natural Language Processing, 4.) Berlin: Language Science Press.",0
langsci103,"Annotation, exploitation and evaluation of parallel corpora: TC3 I",,"Hansen-Schirra, Silvia & Neumann, Stella & Čulo, Oliver ","Hansen-Schirra, Silvia and Neumann, Stella and Čulo, Oliver (eds.) 2017. Annotation, exploitation and evaluation of parallel corpora: TC3 I. (Translation and Multilingual Natural Language Processing, 3.) Berlin: Language Science Press.",0
langsci106,Language technologies for a multilingual Europe,,"Rehm, Georg & Stein, Daniel & Sasaki, Felix & Witt, Andreas ","Rehm, Georg and Stein, Daniel and Sasaki, Felix and Witt, Andreas (eds.) 2016. Language technologies for a multilingual Europe. (Translation and Multilingual Natural Language Processing, 5.) Berlin: Language Science Press.",1
langsci107,New perspectives on cohesion and coherence: Implications for translation,,"Menzel, Katrin & Lapshinova-Koltunski, Ekaterina & Kunz, Kerstin ","Menzel, Katrin and Lapshinova-Koltunski, Ekaterina and Kunz, Kerstin (eds.) 2017. New perspectives on cohesion and coherence: Implications for translation. (Translation and Multilingual Natural Language Processing, 6.) Berlin: Language Science Press.",0
langsci108,Eyetracking and Applied Linguistics,,"Hansen-Schirra, Silvia & Grucza, Sambor ","Hansen-Schirra, Silvia and Grucza, Sambor (eds.) 2016. Eyetracking and Applied Linguistics. (Translation and Multilingual Natural Language Processing, 2.) Berlin: Language Science Press.",2
langsci109,Tone in Yongning Na: Lexical tones and morphotonology,,"Michaud, Alexis","Michaud, Alexis (ed.) 2017. Tone in Yongning Na: Lexical tones and morphotonology. (Studies in Diversity Linguistics, 13.) Berlin: Language Science Press.",218
langsci111,Modeling  information structure in a cross-linguistic perspective,,"Song, Sanghoun","Song, Sanghoun (ed.) 2017. Modeling  information structure in a cross-linguistic perspective. (Topics at the Grammar-Discourse Interface, 1.) Berlin: Language Science Press.",0
langsci115,Order and structure in syntax II: Subjecthood and argument structure,,"Sheehan, Michelle & Bailey, Laura R. ","Sheehan, Michelle and Bailey, Laura R. (eds.) 2017. Order and structure in syntax II: Subjecthood and argument structure. (Open Generative Syntax, 2.) Berlin: Language Science Press.",413
langsci116,Sprachliche Imitation: Jiddisch in der deutschsprachigen Literatur (18.-20. Jahrhundert),,"Schäfer, Lea","Schäfer, Lea (ed.) 2017. Sprachliche Imitation: Jiddisch in der deutschsprachigen Literatur (18.-20. Jahrhundert). (Language Variation, 2.) Berlin: Language Science Press.",0
langsci118,A grammar of Moloko,,"Friesen, Dianne","Friesen, Dianne (ed.) 2017. A grammar of Moloko. (African Language Grammars and Dictionaries, 3.) Berlin: Language Science Press.",1036
langsci120,African linguistics on the prairie: Selected papers from the 45th Annual Conference on African Linguistics,,"Kandybowicz, Jason & Major, Travis & Torrence, Harold ","Kandybowicz, Jason and Major, Travis and Torrence, Harold (eds.) 2018. African linguistics on the prairie: Selected papers from the 45th Annual Conference on African Linguistics. (Contemporary African Linguistics, 3.) Berlin: Language Science Press.",432
langsci121,Diversity in African languages: Selected papers from the 46th Annual Conference on African Linguistics,,"Payne, Doris L. & Pacchiarotti, Sara & Bosire, Mokaya ","Payne, Doris L. and Pacchiarotti, Sara and Bosire, Mokaya (eds.) 2017. Diversity in African languages: Selected papers from the 46th Annual Conference on African Linguistics. (Contemporary African Linguistics, 1.) Berlin: Language Science Press.",949
langsci123,Attributive constructions in North-Eastern Neo-Aramaic,,"Gutman, Ariel","Gutman, Ariel (ed.) 2018. Attributive constructions in North-Eastern Neo-Aramaic. (Studies in Diversity Linguistics, 15.) Berlin: Language Science Press.",0
langsci124,A grammar of Rapa Nui,,"Kieviet, Paulus","Kieviet, Paulus (ed.) 2017. A grammar of Rapa Nui. (Studies in Diversity Linguistics, 12.) Berlin: Language Science Press.",1619
langsci132,Empirical modelling of translation and interpreting,,"Hansen-Schirra, Silvia & Czulo, Oliver & Hofmann, Sascha ","Hansen-Schirra, Silvia and Czulo, Oliver and Hofmann, Sascha (eds.) 2017. Empirical modelling of translation and interpreting. (Translation and Multilingual Natural Language Processing, 7.) Berlin: Language Science Press.",6
langsci134,"Absolute Komplexität in der Nominalflexion: Althochdeutsch, Mittelhochdeutsch, Alemannisch und deutsche Standardsprache",,"Baechler, Raffaela","Baechler, Raffaela (ed.) 2017. Absolute Komplexität in der Nominalflexion: Althochdeutsch, Mittelhochdeutsch, Alemannisch und deutsche Standardsprache. (Morphological Investigations, 2.) Berlin: Language Science Press.",0
langsci137,Tonal placement in Tashlhiyt: How an intonation system accommodates to adverse phonological environments,,"Roettger, Timo B.","Roettger, Timo B. (ed.) 2017. Tonal placement in Tashlhiyt: How an intonation system accommodates to adverse phonological environments. (Studies in Laboratory Phonology, 3.) Berlin: Language Science Press.",8
langsci141,"The Verb in Nyakyusa: A focus on tense, aspect, and modality",,"Persohn, Bastian","Persohn, Bastian (ed.) 2017. The Verb in Nyakyusa: A focus on tense, aspect, and modality. (Contemporary African Linguistics, 2.) Berlin: Language Science Press.",916
langsci142,Reflections on language evolution: From minimalism to pluralism,,"Boeckx, Cedric","Boeckx, Cedric (ed.) 2021. Reflections on language evolution: From minimalism to pluralism. (Conceptual Foundations of Language Science, 6.) Berlin: Language Science Press.",0
langsci143,Sémantique formelle: Volume 1 : Introduction à la grammaire de Montague,,"Roussarie, Laurent","Roussarie, Laurent (ed.) 2017. Sémantique formelle: Volume 1 : Introduction à la grammaire de Montague. (Textbooks in Language Sciences, 4.) Berlin: Language Science Press.",0
langsci144,Analyzing meaning: An introduction to semantics and pragmatics,,"Kroeger, Paul","Kroeger, Paul (ed.) 2019. Analyzing meaning: An introduction to semantics and pragmatics. (Textbooks in Language Sciences, 5.) Berlin: Language Science Press.",193
langsci148,Corpus linguistics: A guide to the methodology,,"Stefanowitsch, Anatol","Stefanowitsch, Anatol (ed.) 2020. Corpus linguistics: A guide to the methodology. (Textbooks in Language Sciences, 7.) Berlin: Language Science Press.",0
langsci150,Russian verbal prefixation: A frame semantic analysis,,"Zinova, Yulia","Zinova, Yulia (ed.) 2021. Russian verbal prefixation: A frame semantic analysis. (Empirically Oriented Theoretical Morphology and Syntax, 7.) Berlin: Language Science Press.",268
langsci151,"On looking into words (and beyond): Structures, Relations, Analyses",,"Bowern, Claire & Horn, Laurence & Zanuttini, Raffaella ","Bowern, Claire and Horn, Laurence and Zanuttini, Raffaella (eds.) 2017. On looking into words (and beyond): Structures, Relations, Analyses. (Empirically Oriented Theoretical Morphology and Syntax, 3.) Berlin: Language Science Press.",260
langsci152,Unity and diversity in grammaticalization scenarios,,"Bisang, Walter & Malchukov, Andrej ","Bisang, Walter and Malchukov, Andrej (eds.) 2017. Unity and diversity in grammaticalization scenarios. (Studies in Diversity Linguistics, 16.) Berlin: Language Science Press.",334
langsci153,The semantic transparency of English compound nouns,,"Schäfer, Martin","Schäfer, Martin (ed.) 2017. The semantic transparency of English compound nouns. (Morphological Investigations, 3.) Berlin: Language Science Press.",0
langsci154,Dynamische Modellierung von Artikulation und prosodischer Struktur: Eine Einführung in die Artikulatorische Phonologie,,"Mücke, Doris","Mücke, Doris (ed.) 2017. Dynamische Modellierung von Artikulation und prosodischer Struktur: Eine Einführung in die Artikulatorische Phonologie. (Studies in Laboratory Phonology, 4.) Berlin: Language Science Press.",0
langsci156,Further investigations into the nature of phrasal compounding,,"Trips, Carola & Kornfilt, Jaklin ","Trips, Carola and Kornfilt, Jaklin (eds.) 2017. Further investigations into the nature of phrasal compounding. (Morphological Investigations, 1.) Berlin: Language Science Press.",321
langsci157,The Alor-Pantar languages: History and typology. Second edition.,,"Klamer, Marian","Klamer, Marian (ed.) 2017. The Alor-Pantar languages: History and typology. Second edition. (Studies in Diversity Linguistics, 3.) Berlin: Language Science Press.",336
langsci159,Order and structure in syntax I: Word order and syntactic structure,,"Bailey, Laura R. & Sheehan, Michelle ","Bailey, Laura R. and Sheehan, Michelle (eds.) 2017. Order and structure in syntax I: Word order and syntactic structure. (Open Generative Syntax, 1.) Berlin: Language Science Press.",341
langsci160,A aquisição de língua materna e não materna: Questões gerais e dados do Português,,"Freitas, Maria João & Santos, Ana Lúcia ","Freitas, Maria João and Santos, Ana Lúcia (eds.) 2017. A aquisição de língua materna e não materna: Questões gerais e dados do Português. (Textbooks in Language Sciences, 3.) Berlin: Language Science Press.",27
langsci163,A lexicalist account of argument structure: Template-based phrasal LFG approaches and a lexical HPSG alternative,,"Müller, Stefan","Müller, Stefan (ed.) 2018. A lexicalist account of argument structure: Template-based phrasal LFG approaches and a lexical HPSG alternative. (Conceptual Foundations of Language Science, 2.) Berlin: Language Science Press.",32
langsci165,The lexeme in descriptive and theoretical morphology,,"Bonami, Olivier & Boyé, Gilles & Dal, Georgette & Giraudo, Hélène & Namer, Fiammetta ","Bonami, Olivier and Boyé, Gilles and Dal, Georgette and Giraudo, Hélène and Namer, Fiammetta (eds.) 2018. The lexeme in descriptive and theoretical morphology. (Empirically Oriented Theoretical Morphology and Syntax, 4.) Berlin: Language Science Press.",124
langsci166,Ship English: Sailors’ speech in the early colonial Caribbean,,"Delgado, Sally","Delgado, Sally (ed.) 2018. Ship English: Sailors’ speech in the early colonial Caribbean. (Studies in Caribbean Languages, 4.) Berlin: Language Science Press.",0
langsci167,On this and other worlds: Voices from Amazonia,,"Stenzel, Kristine & Franchetto, Bruna ","Stenzel, Kristine and Franchetto, Bruna (eds.) 2017. On this and other worlds: Voices from Amazonia. (Studies in Diversity Linguistics, 17.) Berlin: Language Science Press.",1548
langsci173,Diachrony of differential argument marking,,"Seržant, Ilja A. & Witzlack-Makarevich, Alena ","Seržant, Ilja A. and Witzlack-Makarevich, Alena (eds.) 2018. Diachrony of differential argument marking. (Studies in Diversity Linguistics, 19.) Berlin: Language Science Press.",722
langsci174,A typology of questions in Northeast Asia and beyond: An ecological perspective,,"Hölzl, Andreas","Hölzl, Andreas (ed.) 2017. A typology of questions in Northeast Asia and beyond: An ecological perspective. (Studies in Diversity Linguistics, 20.) Berlin: Language Science Press.",847
langsci175,Distribution und Interpretation von Modalpartikel-Kombinationen,,"Müller, Sonja","Müller, Sonja (ed.) 2017. Distribution und Interpretation von Modalpartikel-Kombinationen. (Topics at the Grammar-Discourse Interface, 2.) Berlin: Language Science Press.",18
langsci176,The Unicode cookbook for linguists: Managing writing systems using orthography profiles,,"Moran, Steven & Cysouw, Michael","Moran, Steven and Cysouw, Michael (eds.) 2018. The Unicode cookbook for linguists: Managing writing systems using orthography profiles. (Translation and Multilingual Natural Language Processing, 10.) Berlin: Language Science Press.",0
langsci177,语法理论: 从转换语法到基于约束的理论,,"Müller, Stefan","Müller, Stefan (ed.) 2020. 语法理论: 从转换语法到基于约束的理论. (Textbooks in Language Sciences, 8.) Berlin: Language Science Press.",10
langsci178,"Information structure in spoken Japanese: Particles, word order, and intonation",,"Nakagawa, Natsuko","Nakagawa, Natsuko (ed.) 2017. Information structure in spoken Japanese: Particles, word order, and intonation. (Topics at the Grammar-Discourse Interface, 8.) Berlin: Language Science Press.",3
langsci179,A tale of two dialect regions: Sranan's 17th-century English input,,"Sherriah, André","Sherriah, André (ed.) 2018. A tale of two dialect regions: Sranan's 17th-century English input. (Studies in Caribbean Languages, 3.) Berlin: Language Science Press.",0
langsci180,"Learning context effects: Study abroad, formal instruction and international immersion classrooms",,"Pérez Vidal, Carmen & López-Serrano, Sonia & Ament, Jennifer & Thomas-Wilhelm, Dakota J. ","Pérez Vidal, Carmen and López-Serrano, Sonia and Ament, Jennifer and Thomas-Wilhelm, Dakota J. (eds.) 2017. Learning context effects: Study abroad, formal instruction and international immersion classrooms. (EuroSLA Studies, 1.) Berlin: Language Science Press.",0
langsci181,Quality aspects in institutional translation,,"Svoboda, Tomáš & Biel, Łucja & Łoboda, Krzysztof ","Svoboda, Tomáš and Biel, Łucja and Łoboda, Krzysztof (eds.) 2017. Quality aspects in institutional translation. (Translation and Multilingual Natural Language Processing, 8.) Berlin: Language Science Press.",0
langsci182,The languages of Malta,,"Paggio, Patrizia & Gatt, Albert ","Paggio, Patrizia and Gatt, Albert (eds.) 2017. The languages of Malta. (Studies in Diversity Linguistics, 17.) Berlin: Language Science Press.",85
langsci183,Methods in prosody: A Romance language perspective,,"Feldhausen, Ingo & Fliessbach, Jan & Vanrell, Maria del Mar ","Feldhausen, Ingo and Fliessbach, Jan and Vanrell, Maria del Mar (eds.) 2018. Methods in prosody: A Romance language perspective. (Studies in Laboratory Phonology, 6.) Berlin: Language Science Press.",10
langsci184,Multiword expressions: Insights from a multi-lingual perspective,,"Sailer, Manfred & Markantonatou, Stella ","Sailer, Manfred and Markantonatou, Stella (eds.) 2017. Multiword expressions: Insights from a multi-lingual perspective. (Phraseology and Multiword Expressions, 1.) Berlin: Language Science Press.",225
langsci186,Analogical classification in formal grammar,,"Guzmán Naranjo, Matías","Guzmán Naranjo, Matías (ed.) 2018. Analogical classification in formal grammar. (Empirically Oriented Theoretical Morphology and Syntax, 5.) Berlin: Language Science Press.",12
langsci187,Can integrated titles improve the viewing experience?: Investigating the impact of subtitling on the reception and enjoyment of film using eye tracking and questionnaire data,,"Fox, Wendy","Fox, Wendy (ed.) 2018. Can integrated titles improve the viewing experience?: Investigating the impact of subtitling on the reception and enjoyment of film using eye tracking and questionnaire data. (Translation and Multilingual Natural Language Processing, 9.) Berlin: Language Science Press.",0
langsci189,Advances in formal Slavic linguistics 2016,,"Lenertová, Denisa & Meyer, Roland & Šimík, Radek & Szucsich, Luka ","Lenertová, Denisa and Meyer, Roland and Šimík, Radek and Szucsich, Luka (eds.) 2018. Advances in formal Slavic linguistics 2016. (Open Slavic Linguistics, 1.) Berlin: Language Science Press.",590
langsci190,"East Benue-Congo: Nouns, pronouns, and verbs",,"Watters, John R.","Watters, John R. (ed.) 2017. East Benue-Congo: Nouns, pronouns, and verbs. (Niger-Congo Comparative Studies, 1.) Berlin: Language Science Press.",9
langsci191,The numeral system of Proto-Niger-Congo: A step-by-step reconstruction,,"Pozdniakov, Konstantin","Pozdniakov, Konstantin (ed.) 2018. The numeral system of Proto-Niger-Congo: A step-by-step reconstruction. (Niger-Congo Comparative Studies, 2.) Berlin: Language Science Press.",0
langsci193,Deletion phenomena in comparative constructions: English comparatives in a cross-linguistic perspective,,"Bacskai-Atkari, Julia","Bacskai-Atkari, Julia (ed.) 2018. Deletion phenomena in comparative constructions: English comparatives in a cross-linguistic perspective. (Open Generative Syntax, 3.) Berlin: Language Science Press.",205
langsci194,Semantic differences in translation: Exploring the field of inchoativity,,"Vandevoorde, Lore","Vandevoorde, Lore (ed.) 2020. Semantic differences in translation: Exploring the field of inchoativity. (Translation and Multilingual Natural Language Processing, 13.) Berlin: Language Science Press.",0
langsci196,Problem solving activities in post-editing  and translation from scratch: A multi-method study,,"Nitzke, Jean","Nitzke, Jean (ed.) 2018. Problem solving activities in post-editing  and translation from scratch: A multi-method study. (Translation and Multilingual Natural Language Processing, 12.) Berlin: Language Science Press.",0
langsci197,Syntax with oscillators and energy levels,,"Tilsen, Sam","Tilsen, Sam (ed.) 2019. Syntax with oscillators and energy levels. (Studies in Laboratory Phonology, 7.) Berlin: Language Science Press.",0
langsci199,René de Saussure and the theory of word formation,,"Anderson, Stephen R. & de Saussure, Louis ","Anderson, Stephen R. and de Saussure, Louis (eds.) 2018. René de Saussure and the theory of word formation. (Classics in Linguistics, 6.) Berlin: Language Science Press.",0
langsci200,Curso de semântica formal,,"Ferreira, Marcelo","Ferreira, Marcelo (ed.) 2019. Curso de semântica formal. (Textbooks in Language Sciences, 6.) Berlin: Language Science Press.",0
langsci201,Perspectives on information structure in Austronesian languages,,"Riesberg, Sonja & Shiohara, Asako & Utsumi, Atsuko ","Riesberg, Sonja and Shiohara, Asako and Utsumi, Atsuko (eds.) 2018. Perspectives on information structure in Austronesian languages. (Studies in Diversity Linguistics, 21.) Berlin: Language Science Press.",512
langsci202,Representation and parsing of multiword expressions: Current trends,,"Parmentier, Yannick & Waszczuk, Jakub ","Parmentier, Yannick and Waszczuk, Jakub (eds.) 2019. Representation and parsing of multiword expressions: Current trends. (Phraseology and Multiword Expressions, 3.) Berlin: Language Science Press.",116
langsci203,The acrolect in Jamaica: The architecture of phonological variation,,"Irvine-Sobers, G. Alison","Irvine-Sobers, G. Alison (ed.) 2018. The acrolect in Jamaica: The architecture of phonological variation. (Studies in Caribbean Languages, 1.) Berlin: Language Science Press.",0
langsci204,Multiword expressions at length and in depth: Extended papers from the MWE 2017 workshop,,"Markantonatou, Stella & Ramisch, Carlos & Savary, Agata & Vincze, Veronika ","Markantonatou, Stella and Ramisch, Carlos and Savary, Agata and Vincze, Veronika (eds.) 2018. Multiword expressions at length and in depth: Extended papers from the MWE 2017 workshop. (Phraseology and Multiword Expressions, 2.) Berlin: Language Science Press.",46
langsci209,Interpreting and technology,,"Fantinuoli, Claudio","Fantinuoli, Claudio (ed.) 2018. Interpreting and technology. (Translation and Multilingual Natural Language Processing, 11.) Berlin: Language Science Press.",0
langsci210,"Sound change, priming, salience: Producing and perceiving variation in Liverpool English",,"Juskan, Marten","Juskan, Marten (ed.) 2018. Sound change, priming, salience: Producing and perceiving variation in Liverpool English. (Language Variation, 3.) Berlin: Language Science Press.",0
langsci212,A grammar of Komnzo,,"Döhler, Christian","Döhler, Christian (ed.) 2018. A grammar of Komnzo. (Studies in Diversity Linguistics, 22.) Berlin: Language Science Press.",971
langsci213,Multi-verb constructions in Eastern Indonesia,,"Unterladstetter, Volker","Unterladstetter, Volker (ed.) 2019. Multi-verb constructions in Eastern Indonesia. (Studies in Diversity Linguistics, 28.) Berlin: Language Science Press.",16
langsci214,Form and formalism in linguistics,,"McElvenny, James","McElvenny, James (ed.) 2019. Form and formalism in linguistics. (History and Philosophy of the Language Sciences, 1.) Berlin: Language Science Press.",0
langsci215,"Agreement, case and locality in the nominal and verbal domains",,"Franco, Ludovico & Marchis Moreno, Mihaela & Reeve, Matthew ","Franco, Ludovico and Marchis Moreno, Mihaela and Reeve, Matthew (eds.) 2019. Agreement, case and locality in the nominal and verbal domains. (Open Generative Syntax, 4.) Berlin: Language Science Press.",486
langsci216,Bridging constructions,,"Guérin, Valérie","Guérin, Valérie (ed.) 2018. Bridging constructions. (Studies in Diversity Linguistics, 24.) Berlin: Language Science Press.",546
langsci219,Information structure in Isthmus Zapotec narrative and conversation,,"Bueno Holle, Juan José","Bueno Holle, Juan José (ed.) 2019. Information structure in Isthmus Zapotec narrative and conversation. (Topics at the Grammar-Discourse Interface, 3.) Berlin: Language Science Press.",458
langsci220,"Explanation in typology: Diachronic sources, functional motivations and the nature of the evidence",,"Schmidtke-Bode, Karsten & Levshina, Natalia & Michaelis, Susanne Maria & Seržant, Ilja ","Schmidtke-Bode, Karsten and Levshina, Natalia and Michaelis, Susanne Maria and Seržant, Ilja (eds.) 2018. Explanation in typology: Diachronic sources, functional motivations and the nature of the evidence. (Conceptual Foundations of Language Science, 3.) Berlin: Language Science Press.",98
langsci221,"Gemination and degemination in English affixation: Investigating the interplay between morphology, phonology and phonetics",,"Ben Hedia, Sonia","Ben Hedia, Sonia (ed.) 2019. Gemination and degemination in English affixation: Investigating the interplay between morphology, phonology and phonetics. (Studies in Laboratory Phonology, 8.) Berlin: Language Science Press.",0
langsci223,Grammatical gender and linguistic complexity I: General issues and specific studies,,"Di Garbo, Francesca & Olsson, Bruno & Wälchli, Bernhard ","Di Garbo, Francesca and Olsson, Bruno and Wälchli, Bernhard (eds.) 2019. Grammatical gender and linguistic complexity I: General issues and specific studies. (Studies in Diversity Linguistics, 26.) Berlin: Language Science Press.",229
langsci224,"Einführung in die grammatische Beschreibung des Deutschen: Dritte, überarbeitete und erweiterte Auflage",,"Schäfer, Roland","Schäfer, Roland (ed.) 2018. Einführung in die grammatische Beschreibung des Deutschen: Dritte, überarbeitete und erweiterte Auflage. (Textbooks in Language Sciences, 2.) Berlin: Language Science Press.",7
langsci225,"The Mehweb language: Essays on phonology, morphology and syntax",,"Daniel, Michael & Dobrushina, Nina & Ganenkov, Dmitry ","Daniel, Michael and Dobrushina, Nina and Ganenkov, Dmitry (eds.) 2018. The Mehweb language: Essays on phonology, morphology and syntax. (Languages of the Caucasus, 1.) Berlin: Language Science Press.",812
langsci226,African linguistics across the disciplines: Selected papers from the 48th Annual Conference on African Linguistics,,"Lotven, Samson & Bongiovanni, Silvina & Weirich, Phillip & Botne, Robert & Obeng, Samuel Gyasi ","Lotven, Samson and Bongiovanni, Silvina and Weirich, Phillip and Botne, Robert and Obeng, Samuel Gyasi (eds.) 2018. African linguistics across the disciplines: Selected papers from the 48th Annual Conference on African Linguistics. (Contemporary African Linguistics, 5.) Berlin: Language Science Press.",414
langsci227,Definiteness across languages,,"Aguilar-Guevara, Ana & Pozas Loyo, Julia & Vázquez-Rojas Maldonado, Violeta ","Aguilar-Guevara, Ana and Pozas Loyo, Julia and Vázquez-Rojas Maldonado, Violeta (eds.) 2019. Definiteness across languages. (Studies in Diversity Linguistics, 25.) Berlin: Language Science Press.",333
langsci228,Metathesis and unmetathesis in Amarasi,,"Edwards, Owen","Edwards, Owen (ed.) 2020. Metathesis and unmetathesis in Amarasi. (Studies in Diversity Linguistics, 29.) Berlin: Language Science Press.",256
langsci230,Die Entwicklung des Definitartikels im Althochdeutschen: Eine kognitiv-linguistische Korpusuntersuchung,,"Flick, Johanna","Flick, Johanna (ed.) 2020. Die Entwicklung des Definitartikels im Althochdeutschen: Eine kognitiv-linguistische Korpusuntersuchung. (Empirically Oriented Theoretical Morphology and Syntax, 6.) Berlin: Language Science Press.",22
langsci231,Analyzing meaning: An introduction to semantics and pragmatics. Second corrected and slightly revised edition,,"Kroeger, Paul R.","Kroeger, Paul R. (ed.) 2019. Analyzing meaning: An introduction to semantics and pragmatics. Second corrected and slightly revised edition. (Textbooks in Language Sciences, 5.) Berlin: Language Science Press.",201
langsci233,Information-theoretic causal inference of  lexical flow,,"Dellert, Johannes","Dellert, Johannes (ed.) 2019. Information-theoretic causal inference of  lexical flow. (Language Variation, 4.) Berlin: Language Science Press.",0
langsci235,Arabic and contact-induced change,,"Lucas, Christopher & Manfredi, Stefano ","Lucas, Christopher and Manfredi, Stefano (eds.) 2019. Arabic and contact-induced change. (Contact and Multilingualism, 1.) Berlin: Language Science Press.",382
langsci236,Prácticas lingüísticas heterogéneas: Nuevas perspectivas para el estudio del español en contacto con lenguas amerindias,,"Sánchez Moreano, Santiago & Blestel, Élodie ","Sánchez Moreano, Santiago and Blestel, Élodie (eds.) 2021. Prácticas lingüísticas heterogéneas: Nuevas perspectivas para el estudio del español en contacto con lenguas amerindias. (Contact and Multilingualism, 4.) Berlin: Language Science Press.",27
langsci237,Grammatical gender and linguistic complexity II: World-wide comparative studies,,"Di Garbo, Francesca & Olsson, Bruno & Wälchli, Bernhard ","Di Garbo, Francesca and Olsson, Bruno and Wälchli, Bernhard (eds.) 2019. Grammatical gender and linguistic complexity II: World-wide comparative studies. (Studies in Diversity Linguistics, 27.) Berlin: Language Science Press.",140
langsci239,"The role of constituents in multiword expressions: An interdisciplinary, cross-lingual perspective",,"Schulte im Walde, Sabine & Smolka, Eva ","Schulte im Walde, Sabine and Smolka, Eva (eds.) 2019. The role of constituents in multiword expressions: An interdisciplinary, cross-lingual perspective. (Phraseology and Multiword Expressions, 4.) Berlin: Language Science Press.",40
langsci241,"Syntaxe théorique et formelle: Volume 1: Modélisation, unités, structures",,"Kahane, Sylvain & Gerdes, Kim","Kahane, Sylvain and Gerdes, Kim (eds.) 2022. Syntaxe théorique et formelle: Volume 1: Modélisation, unités, structures. (Textbooks in Language Sciences, 10.) Berlin: Language Science Press.",17
langsci242,The spell-out algorithm and lexicalization patterns: Slavic verbs and complementizers,,"Wiland, Bartosz","Wiland, Bartosz (ed.) 2019. The spell-out algorithm and lexicalization patterns: Slavic verbs and complementizers. (Open Slavic Linguistics, 2.) Berlin: Language Science Press.",0
langsci245,A  dictionary and grammatical sketch of Dagaare,,"Ali, Mark & Grimm, Scott & Bodomo, Adams","Ali, Mark and Grimm, Scott and Bodomo, Adams (eds.) 2021. A  dictionary and grammatical sketch of Dagaare. (African Language Grammars and Dictionaries, 4.) Berlin: Language Science Press.",106
langsci248,Communication and content,,"Parikh, Prashant","Parikh, Prashant (ed.) 2019. Communication and content. (Topics at the Grammar-Discourse Interface, 4.) Berlin: Language Science Press.",0
langsci249,Highly complex syllable structure: A typological and diachronic study,,"Easterday, Shelece","Easterday, Shelece (ed.) 2019. Highly complex syllable structure: A typological and diachronic study. (Studies in Laboratory Phonology, 9.) Berlin: Language Science Press.",7
